Date,League,Home,Away,Diff_HT_P,Diff_Power,OU_Total,Odd_H_Asi,Asian_Line,Odd_A_Asi,Goals_H_FT,Goals_A_FT
2025-07-23,J1 League  ,Urawa Red Diamonds,Shonan Bellmare,0.1090909090909075,35.17666666666666,15.369999999999996,0.9,0.5,0.9,4,1
2025-07-23,K League 1  ,Jeonbuk Hyundai Motors,Gangwon FC,-38.05090909090909,-2.3316666666666634,-3.5,0.95,0.5,0.85,2,0
2025-07-23,K League 1  ,Jeju SK FC,FC Seoul,13.622727272727271,12.374999999999996,-29.6,0.9,-0.5,0.9,3,2
2025-07-23,K League 1  ,Ulsan HD FC,Daejeon Citizen,-44.234545454545454,-44.78075757575757,34.099999999999994,0.98,0.5,0.83,1,2
2025-07-23,Chinese FA Cup  ,Shanghai Shenhua,Henan Football Club,15.125000000000004,-3.625,25.9,1.0,1/1.5,0.8,2,2
2025-07-23,Chinese FA Cup  ,Qingdao Manatee,Chengdu Rongcheng FC,-16.570555555555558,5.159166666666668,5.819999999999997,0.83,-1.5,0.98,1,2
2025-07-23,Ecuador Campeonato Serie B  ,Leones del Norte,Guayaquil City,7.365277777777779,22.010000000000005,-11.64,1.05,0.5,0.75,2,1
2025-07-23,Primera Division de Colombiano-Apertura  ,Llaneros FC,Boyaca Chico,2.620000000000001,7.561666666666667,11.5,0.9,0.5/1,0.9,2,1
2025-07-23,Brazil Serie A  ,Ceara,Mirassol,-22.3625,-26.0625,-29.3,0.83,0/0.5,1.03,0,2
2025-07-23,Brazil Serie A  ,Fluminense RJ,Palmeiras,8.622857142857141,-25.72571428571429,39.88,0.85,0,1.0,1,2
2025-07-23,Copa Sudamericana  ,Palestino,Bolivar,-22.12083333333333,-1.941904761904764,-23.02,0.8,0.5,1.0,0,3
2025-07-23,Brazil Serie B  ,Chapecoense SC,Volta Redonda,20.96444444444444,32.98555555555556,23.599999999999994,0.8,0.5,1.0,4,2
2025-07-23,Brazil Serie B  ,Gremio Novorizontin,Goias,-9.336666666666666,3.974444444444444,5.759999999999998,0.75,0/0.5,1.05,1,0
2025-07-23,Brazil Serie A  ,Corinthians Paulista (SP),Cruzeiro,-37.3875,-7.35,0.7000000000000028,0.8,0,1.05,0,0
2025-07-23,Primera Division de Colombiano-Apertura  ,Atletico Junior Barranquilla,Union Magdalena,-11.454805194805196,6.628571428571428,12.8,0.83,1,0.98,4,1
2025-07-23,Ecuador Campeonato Serie B  ,SC Imbabura,Atletico Vinotinto,4.302222222222223,11.78,-4.599999999999998,0.78,0/-0.5,1.03,1,0
2025-07-23,Argentina Cup  ,Boca Juniors,Atletico Tucuman,-28.24444444444444,13.404999999999998,-28.92,0.78,0.5/1,1.03,1,2
2025-07-23,Brazil Serie B  ,Cuiaba,America MG,-6.55666666666667,40.238888888888894,14.800000000000004,1.0,0.5,0.8,3,1
2025-07-23,Copa Sudamericana  ,Gremio (RS),Alianza Lima,9.254285714285714,11.822857142857144,-52.3,0.83,1/1.5,0.98,1,1
2025-07-23,Brazil Serie A  ,Bragantino,Flamengo,33.24190476190476,-17.716984126984126,10.23,0.83,0/-0.5,1.03,1,2
2025-07-23,Copa Sudamericana  ,Deportiva Once Caldas,San Antonio Bulo Bulo,-7.490000000000004,3.4800000000000004,2.900000000000002,0.98,1.5/2,0.83,4,0
2025-07-23,Brazil Serie A  ,Santos,Internacional RS,-7.603928571428574,-4.367142857142862,-9.1,0.83,0/0.5,1.03,1,2
2025-07-23,Brazil Serie A  ,Vitoria BA,Sport Club do Recife,-7.400000000000002,18.8625,10.7,0.95,0.5,0.9,2,2
2025-07-23,Brazil Serie B  ,Amazonas FC,SC Paysandu Para,-53.9,-11.849999999999998,-10.0,0.8,0/0.5,1.0,1,1
2025-07-23,Primera Division de Colombiano-Apertura  ,La Equidad,Millonarios,-18.610000000000007,-21.44571428571428,-8.349999999999998,0.93,0/-0.5,0.88,1,0
