Date,Time,League,Home,Away,Diff_HT_P,Diff_Power,OU_Total,Odd_H,Odd_D,Odd_A
2025-08-04,11:00,Finland Veikkausliga  ,Ilves Tampere,Gnistan Helsinki,12.00944444,-3.811666667,21.5,1.33,5.25,6.5
2025-08-04,12:00,Finland Veikkausliga  ,HJK Helsinki,Inter Turku,11.2625,0.0125,28.2,2.4,3.5,2.55
2025-08-04,12:00,Ireland First Division  ,Treaty United,Kerry FC,2.606666667,32.645,29.8,1.83,3.75,4
2025-08-04,12:00,Ireland First Division  ,Cobh Ramblers,Wexford (Youth),-14.94333333,0.125,21.5,1.67,3.8,5
2025-08-04,12:00,Ireland First Division  ,Athlone Town,UC Dublin,-12.51,-35.015,-3.5,4.1,3.6,1.83
2025-08-04,12:00,Ireland First Division  ,Finn Harps,Bray Wanderers,-34.97166667,-14.93166667,4.8,3.7,3.7,1.9
2025-08-04,12:00,Lithuania - 1.Division  ,FK Banga Gargzdai,Siauliai,-0.808333333,-19.52,-24.32,2.7,3.4,2.3
2025-08-04,12:00,Ireland First Division  ,Dundalk,Longford Town,-9.768333333,-7.27,-10.19,1.33,5,9
2025-08-04,12:30,Lithuania - 1.Division  ,Dziugas Telsiai,Hegelmann Litauen,22.49555556,5.154444444,-7.5,3.4,3.5,1.85
2025-08-04,13:00,Lithuania - 1.Division  ,FK Zalgiris Vilnius,Kauno Zalgiris,-6.777777778,-45.02777778,-27.94,2.8,3.6,2.15
2025-08-04,13:00,Sweden Superettan  ,Umea FC,Falkenberg,-7.4875,-7.525,3.2,3.5,4,1.9
2025-08-04,13:00,Swedish Allsvenskan  ,IFK Goteborg,Degerfors IF,-26.1125,-11.075,28.2,1.67,4,4.75
2025-08-04,14:00,Peru Primera Division  ,UTC Cajamarca,Cusco FC,-32.91,-35.91,10,3.25,3.3,2.15
2025-08-04,15:00,Primera Division de Paraguay  ,Sportivo Ameliano,Clud Libertad,9.851318681,2.950769231,-13.47,4.33,3.25,1.9
2025-08-04,15:00,Bolivia Primera Division  ,Oriente Petrolero,Aurora,37.89392857,-6.481071429,22.6,2.15,3.5,2.8
2025-08-04,16:00,Peru Primera Division  ,Sport Boys,AD Tarma,8.635555556,-12.34222222,16.06,2.15,3.2,3.3
2025-08-04,17:00,Colombia Primera B  ,Real Santander,Bogota FC,-21.27428571,0.071428571,25.68,2.25,3.5,2.9
2025-08-04,17:30,Bolivia Primera Division  ,Always Ready,Nacional Potosi,4.372857143,17.25714286,-11.5,1.42,4.75,5.25
2025-08-04,17:30,Primera Division de Paraguay  ,Deportivo Recoleta,Guarani CA,-34.4178022,-27.80263736,11.67,3.1,3.1,2.38
2025-08-04,18:00,Brazil Serie B  ,Athletic Club MG,Atletico Clube Goianiense,-6.653333333,-3.23,25.85,2.2,3,3.6
2025-08-04,18:00,Chile Primera Division  ,Universidad de Chile,Cobresal,-29.825,15.2,28.2,1.33,5,8.5
2025-08-04,19:00,Brazil Serie A  ,Santos,Juventude,30.15857143,21.59285714,17.1,1.45,4.33,7
2025-08-04,19:05,Colombia Primera B  ,Leones,Barranquilla FC,26.81666667,-2.163333333,60.9,1.95,3.3,4
2025-08-04,19:30,Chile Primera B  ,D. Concepcion,Deportes Santa Cruz,-24.00238095,-18.90285714,-2.1,1.95,3.4,3.5
2025-08-04,20:00,Primera Division de Ecuador  ,Delfin SC,Vinotinto de Ecuador,-10.76909091,-2.57,-13.8,1.95,3.5,3.8
2025-08-04,20:00,Peru Primera Division  ,Cienciano,Los Chankas,-29.86,-29.85,40,1.67,3.75,4.75
2025-08-04,20:10,Argentine Division 2  ,Defensores de Belgrano,Deportivo Moron,-37.315,-39.85333333,-3.5,2.35,2.8,3.5
2025-08-04,20:30,Brazil Serie B  ,Cuiaba,Volta Redonda,-9.062222222,33.01888889,1.4,1.85,3.25,4.5
2025-08-04,21:10,Colombia Primera B  ,Real Cartagena,Real Soacha Cundinamarca,-16.19818182,-7.909090909,31.6,1.65,3.6,5.25
