Date,Time,League,Home,Away,Diff_HT_P,Diff_Power,OU_Total,M_HT_H,M_HT_A,M_H,M_A,Odd_H,Odd_D,Odd_A,Diff_MHT_Abs,Diff_MFT_Abs,M_Adv_HT,M_Adv_FT
2025-09-03,05:00,NSW Premier League,Rockdale City Suns,Blacktown City Demons,-1.0900000000000016,-10.999999999999996,0.5691549807052607,0.4501636849268147,-1.1992354237742722,-0.25819105658968367,-0.6160658915571735,1.8,3.7,3.4,1.6493991087010869,0.35787483496748984,Home,Home
2025-09-03,05:30,NSW Premier League,Marconi Stallions,Sydney United,-8.68,-22.01,0.4431145481297845,-0.509423562549686,-0.11892941880223995,-1.689515559054821,0.3631166126174833,1.95,3.5,3.1,0.39049414374744607,2.0526321716723044,Away,Away
2025-09-03,06:00,J-League Cup  ,Yokohama Marinos,Kashiwa Reysol,2.9099999999999966,-37.82000000000001,0.4070625612092517,0.854281494462805,1.0439332071476246,-1.5843493488041986,1.8757578798116707,3.2,3.5,2.1,0.18965171268481962,3.460107228615869,Away,Away
2025-09-03,06:00,J-League Cup  ,Yokohama FC,Vissel Kobe,7.32,-27.3,0.345551058336679,0.2090688122000132,-0.3308263343897619,-0.7475691426842549,1.2754189942269074,4.33,3.5,1.8,0.5398951465897751,2.022988136911162,Home,Away
2025-09-03,06:00,J-League Cup  ,Shonan Bellmare,Hiroshima Sanfrecce,3.160000000000002,-13.309999999999992,0.4431953312652327,0.011257794208983088,0.46666832679837794,-1.2289484139496476,0.973355020742829,5.75,3.7,1.62,0.45541053258939485,2.2023034346924764,Away,Away
2025-09-03,06:30,J-League Cup  ,Urawa Red Diamonds,Kawasaki Frontale,32.730000000000004,35.31999999999999,0.6173369933470139,-0.07775181475182642,-1.1755570599818301,1.1843782613685456,-0.10563830711949769,2.25,3.4,3.0,1.0978052452300038,1.2900165684880434,Home,Home
2025-09-03,16:00,Colombia Copa Cup  ,Envigado FC,Millonarios,-2.390000000000004,-17.340000000000003,0.5332238445253892,0.11230687402165139,1.1533853755845593,-0.6963617463281112,0.7501666014623383,3.5,3.1,2.2,1.041078501562908,1.4465283477904496,Away,Away
2025-09-03,18:15,Colombia Copa Cup  ,America de Cali,Atletico Bucaramanga,-30.71,-13.990000000000002,0.62178545608639,-0.8215563237014459,0.306687330369611,0.6303344571653104,0.7135340422765869,2.2,3.2,3.4,1.128243654071057,0.08319958511127645,Away,Away
2025-09-03,19:00,Venezuela Cup  ,Deportivo Tachira,Monagas SC,0.7000000000000064,18.8,0.2688741152424048,1.1723242681580692,1.5024263732239362,1.4105154748767912,0.09230242582688265,1.73,3.7,4.1,0.330102105065867,1.3182130490499084,Away,Home
2025-09-03,19:30,USL Championship  ,Hartford Athletic,Indy Eleven,-43.620000000000005,24.200000000000006,0.4599048076492761,0.33687282200577395,1.6741382153380142,0.4395334850909533,-0.028528849146832465,1.67,3.6,4.5,1.3372653933322403,0.46806233423778576,Away,Home
2025-09-03,20:30,Colombia Copa Cup  ,Dep.Independiente Medellin,Fortaleza F.C,3.2100000000000013,-12.010000000000002,0.3993751372521158,-0.9672774865218087,-0.9509375243481325,-0.09380462335818851,0.14497997236294238,1.57,3.8,6.0,0.01633996217367617,0.2387845957211309,Away,Away
2025-09-03,20:45,Colombia Copa Cup  ,Deportes Quindio,Atletico Nacional Medellin,-2.659999999999999,8.33,0.4899417309824219,0.630463140034147,-0.7821610556325549,1.2676964046431758,0.07786436302442487,4.1,3.3,1.95,1.412624195666702,1.189832041618751,Home,Home
